x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,label
0.318198174,0.67067194,-3.1e-07,0.363534331,0.653425097,-0.006089794,0.39372021,0.589876771,-0.002067396,0.404630184,0.527379751,0.00042734,0.403745413,0.485876292,0.005870129,0.375640333,0.533685505,0.015496897,0.380987108,0.486809045,0.002571273,0.38034451,0.529536784,-0.005704165,0.379004806,0.558373034,-0.00816422,0.350008875,0.536316872,0.015356184,0.353190958,0.493029624,0.000128872,0.356773734,0.542266071,-0.006561701,0.354276836,0.568319857,-0.006565442,0.325751066,0.544442236,0.012141941,0.329181761,0.505544126,-0.003432718,0.335270673,0.553669989,0.001320036,0.333903462,0.580395937,0.00922975,0.301363736,0.555018604,0.008236686,0.308582157,0.525603473,-0.000422543,0.314588457,0.561266482,0.005366164,0.314847469,0.583636343,0.012786275,A
0.309746832,0.916468501,-3.05e-07,0.357294351,0.879368782,-0.00485264,0.381472588,0.817252159,-0.002661598,0.387786448,0.763053358,-0.003050375,0.388100356,0.72328496,-0.000675695,0.364226818,0.773842812,0.013581239,0.365489841,0.724782348,-0.003795082,0.363693476,0.768776953,-0.014210975,0.361847878,0.802174449,-0.017337669,0.337131649,0.77803427,0.010744024,0.337086052,0.735794902,-0.009983182,0.338832349,0.790556788,-0.017223144,0.337224543,0.821248055,-0.015937138,0.311005026,0.788727641,0.004754459,0.311180204,0.745610476,-0.015594422,0.31661427,0.799240768,-0.009958518,0.316890746,0.828163922,0.000347613,0.285184264,0.805429339,-0.001750376,0.288820803,0.77857393,-0.013973493,0.294188052,0.814739168,-0.007537446,0.294975042,0.835867643,0.001685413,A
0.325399935,0.888122737,-2.91e-07,0.370741189,0.855524898,-0.007750032,0.396630824,0.79215914,-0.007373927,0.404356271,0.736735225,-0.008781807,0.401502907,0.695650578,-0.007453428,0.381274909,0.741588891,0.00679558,0.38134402,0.694787502,-0.011616563,0.38102901,0.7385602,-0.021884475,0.379940867,0.771246612,-0.024901658,0.354192019,0.744904697,0.004404782,0.35313952,0.7032516,-0.015710872,0.357415259,0.757515609,-0.021014776,0.356734455,0.787432432,-0.018818464,0.327852666,0.755865037,-0.00124545,0.326616883,0.713552535,-0.022457721,0.334857762,0.768088579,-0.016022233,0.336006999,0.796894372,-0.005227806,0.301726729,0.773764431,-0.00759725,0.304599106,0.745613039,-0.022070969,0.312107593,0.782808244,-0.015833912,0.313379049,0.80485177,-0.006420609,A
0.411701024,0.879001617,1.98e-08,0.379419625,0.809606194,-0.015732108,0.339358538,0.764467478,-0.032358449,0.306212097,0.735125482,-0.051950794,0.270571768,0.738704562,-0.07023631,0.258058906,0.821261108,-0.022825103,0.195544899,0.810367227,-0.051893774,0.151978731,0.80888474,-0.069344662,0.113369852,0.812937856,-0.080759615,0.260058165,0.862047911,-0.03231981,0.252018094,0.779401243,-0.077706039,0.303194731,0.769055843,-0.087762617,0.331771761,0.784485519,-0.084332831,0.273857534,0.894856036,-0.044036165,0.27910921,0.807215869,-0.084215082,0.325586677,0.804848015,-0.074275658,0.346679926,0.823015451,-0.057360131,0.295483261,0.921442986,-0.057822671,0.302140892,0.852394998,-0.081265591,0.33438623,0.843198359,-0.071388505,0.349965334,0.854973018,-0.057434574,G
0.385418624,0.680050611,3e-08,0.373538017,0.594660401,-0.011742751,0.324153453,0.529996276,-0.018853994,0.282201946,0.48841095,-0.029655948,0.237405643,0.47777909,-0.038029995,0.260160625,0.552294791,0.007407883,0.200264394,0.542135298,-0.013209295,0.164953083,0.536521673,-0.025833296,0.127308711,0.546201706,-0.034509461,0.253482908,0.583491087,-0.000731114,0.222397044,0.516882002,-0.034676835,0.274154693,0.515927076,-0.044646353,0.284042507,0.536558926,-0.041790109,0.253569722,0.613593459,-0.012700748,0.241823256,0.54264015,-0.050442498,0.293803364,0.552536011,-0.044689652,0.298611552,0.582972288,-0.030049214,0.25984931,0.643661022,-0.02569963,0.263915926,0.578499675,-0.050845139,0.298336804,0.587032557,-0.044677489,0.299747854,0.619729042,-0.033980146,G
0.422817081,0.661552429,6.59e-08,0.413311481,0.572761834,-0.010641343,0.368651301,0.504974842,-0.018679464,0.327858537,0.459355712,-0.030936623,0.282048166,0.44297874,-0.041008584,0.300864249,0.524496078,0.007243908,0.241533726,0.50316596,-0.014036132,0.206537127,0.492702335,-0.028906362,0.168206185,0.496261895,-0.039603643,0.293469816,0.555962324,-0.001909874,0.269019157,0.478779405,-0.037516363,0.31723237,0.477588028,-0.05124547,0.328771085,0.498904705,-0.051504526,0.293476105,0.58524549,-0.014387024,0.287447155,0.506475925,-0.052125055,0.337638319,0.51869905,-0.04774515,0.345375746,0.549856186,-0.034298714,0.300127655,0.61282897,-0.027916249,0.309554696,0.543240547,-0.053181421,0.343637496,0.552638113,-0.047512725,0.347326964,0.583874881,-0.037072718,G
0.717674613,0.818181276,-6.29e-07,0.648160279,0.745536447,-0.008351515,0.6130687,0.645354271,-0.010158823,0.60454452,0.564793944,-0.018816818,0.599714696,0.500077963,-0.024300748,0.642474771,0.572443247,0.024962611,0.627337039,0.489342898,-0.00745762,0.629092216,0.545234203,-0.030180905,0.636487901,0.604221761,-0.038666572,0.684307158,0.574673653,0.013900063,0.671681106,0.48303628,-0.021216728,0.666762054,0.555130422,-0.036960896,0.671271741,0.620351553,-0.035946179,0.729536295,0.587891638,-0.00337988,0.721102893,0.49783653,-0.037218932,0.707805872,0.5745579,-0.033535197,0.70577091,0.642231345,-0.018701298,0.777208865,0.612449408,-0.022195188,0.763298094,0.543268025,-0.042022362,0.746226132,0.592266917,-0.032554992,0.741848648,0.645429432,-0.017719001,A
0.747868299,0.798542321,-6.06e-07,0.670289099,0.738497436,-0.010226099,0.619312346,0.643482387,-0.011656166,0.595454335,0.56011045,-0.019042723,0.583468914,0.494535446,-0.022046451,0.632861853,0.565325439,0.030331636,0.619569898,0.485852033,-0.00104888,0.634039283,0.545712233,-0.024314635,0.647382975,0.605146766,-0.033714231,0.678060234,0.560424984,0.020817289,0.664468884,0.474755883,-0.014616168,0.672418594,0.550949931,-0.031526372,0.681789756,0.615626574,-0.031326201,0.726171196,0.566572964,0.004558154,0.717282891,0.485734999,-0.028435014,0.714852333,0.564125419,-0.025289634,0.716132283,0.629740238,-0.011371151,0.77609098,0.584011614,-0.013421714,0.762920022,0.526389062,-0.031579122,0.754152596,0.580502272,-0.022276644,0.75411886,0.629078507,-0.00811469,A
0.736093342,0.809144497,-6.26e-07,0.66508466,0.735178947,-0.009889276,0.625853539,0.626917601,-0.010630585,0.614140332,0.541713119,-0.017949522,0.604494452,0.474633157,-0.02167266,0.651020467,0.556304455,0.027698567,0.639041662,0.475311399,-0.005252675,0.64501816,0.53457129,-0.028681563,0.653795958,0.595282793,-0.037543248,0.69455713,0.557541072,0.017420897,0.68265456,0.469801635,-0.019383311,0.682362854,0.546344578,-0.035822585,0.688950479,0.613261521,-0.034567293,0.740753531,0.570356846,0.000369649,0.733141959,0.484722465,-0.034964025,0.723380089,0.565793931,-0.03108388,0.722560644,0.635361254,-0.015412447,0.78867656,0.595049322,-0.018446289,0.777236164,0.528328955,-0.039332952,0.762090325,0.581559837,-0.030042397,0.757983685,0.635502517,-0.014916071,A
0.738336504,0.801648617,-6.01e-07,0.666447222,0.731401145,-0.012182271,0.626694083,0.628047407,-0.014192298,0.613420427,0.542640448,-0.022234604,0.60304004,0.47480002,-0.02643672,0.651916087,0.55670172,0.028200062,0.641125739,0.47621727,-0.003886651,0.64635253,0.535008967,-0.027248858,0.653715134,0.595071137,-0.036523417,0.695942283,0.557915926,0.019390464,0.685272813,0.472080886,-0.016714761,0.684307992,0.547092974,-0.034045231,0.688924015,0.613144159,-0.034077786,0.742053926,0.570662141,0.003612215,0.734990537,0.487486988,-0.031077277,0.725033522,0.565055251,-0.028673664,0.722880244,0.633354545,-0.014677111,0.789449096,0.594625354,-0.014054654,0.777186334,0.532909989,-0.034897663,0.762825429,0.584245861,-0.027144805,0.758750916,0.636134386,-0.013554142,A
0.74073261,0.809151888,-6.24e-07,0.670091927,0.732749701,-0.010720944,0.631491303,0.630386531,-0.013227381,0.617653549,0.547010839,-0.022165932,0.608821034,0.479135156,-0.027595043,0.658025026,0.557465315,0.027313547,0.646101415,0.475528985,-0.00546824,0.650194824,0.533912063,-0.029413117,0.658044457,0.593733609,-0.038961761,0.701253474,0.560321808,0.017453497,0.690614581,0.470658183,-0.018653007,0.688268721,0.545797467,-0.035512608,0.693381846,0.611915052,-0.035248969,0.746968865,0.573692024,0.000819457,0.739983499,0.486725867,-0.033668749,0.728540719,0.563592434,-0.030409109,0.726950526,0.630931139,-0.015887108,0.794316232,0.598651946,-0.017641436,0.782558262,0.531816185,-0.037906308,0.767407,0.583595693,-0.029010601,0.763982356,0.636956632,-0.014664659,A
0.737534761,0.810858727,-6.35e-07,0.669253051,0.735252976,-0.009653488,0.63233006,0.630360007,-0.011497118,0.619992971,0.546525776,-0.019981802,0.611302972,0.478968024,-0.024893954,0.655975044,0.555348814,0.026684519,0.643626809,0.472270459,-0.006155843,0.64683342,0.531559467,-0.029506929,0.653353095,0.591806293,-0.038513981,0.699384212,0.557299793,0.016201448,0.689597964,0.468428791,-0.019232795,0.68609643,0.543851614,-0.035346571,0.689202428,0.608396947,-0.034643155,0.745584905,0.571515381,-0.00090301,0.740066588,0.485372245,-0.035169985,0.727395117,0.564792693,-0.03132901,0.72361064,0.63191241,-0.01641825,0.793334484,0.59815979,-0.019705342,0.782635033,0.530773938,-0.039938364,0.765768468,0.582966208,-0.030586226,0.759721816,0.635997415,-0.015808312,A
0.744895041,0.865057588,-7.77e-07,0.683847249,0.767930984,-0.015253534,0.657925129,0.640389204,-0.019644594,0.650400102,0.546682537,-0.030423475,0.646951675,0.465010852,-0.036302742,0.695763648,0.550867379,0.026995622,0.686213434,0.472109437,-0.01447267,0.679362059,0.550939441,-0.042047445,0.678097665,0.620073557,-0.052077364,0.742686093,0.564846277,0.017174572,0.732571185,0.478455186,-0.028049519,0.716972947,0.574553311,-0.045146324,0.714745045,0.643796206,-0.041858356,0.790807962,0.592345953,-0.001066099,0.787599683,0.510919273,-0.045290027,0.761207342,0.603108287,-0.039449248,0.750471234,0.67171669,-0.01949916,0.837743819,0.632005513,-0.021334102,0.829753101,0.568660855,-0.04598527,0.802377045,0.625774682,-0.034516878,0.790149868,0.676241577,-0.015932474,A
0.749346852,0.864668071,-8.07e-07,0.687346399,0.775573194,-0.018809333,0.658779204,0.644701242,-0.023555225,0.649558485,0.546154797,-0.033272915,0.646956086,0.463003814,-0.036957551,0.695859313,0.556180954,0.022601295,0.690705776,0.476905495,-0.018678073,0.686927199,0.561227918,-0.043786004,0.687126398,0.628231406,-0.052324954,0.744128048,0.567155004,0.015407587,0.740196943,0.4863258,-0.027315443,0.725834429,0.590102851,-0.039992128,0.723648429,0.650653124,-0.034538891,0.79244113,0.593440175,-0.000515685,0.79311657,0.519633055,-0.042841896,0.76731497,0.616881371,-0.033247851,0.75680536,0.676608682,-0.011892403,0.839161038,0.632192969,-0.018807124,0.832430422,0.578757107,-0.041381858,0.805681407,0.638503075,-0.028430743,0.793879211,0.680495858,-0.00965262,A
0.815279722,0.803184032,-6.37e-07,0.731439412,0.817751288,-0.017728103,0.641507149,0.78405118,-0.02317977,0.572532177,0.736992121,-0.033307247,0.525352716,0.687901855,-0.037096158,0.611223519,0.707752824,0.026403802,0.562698841,0.643267691,-0.010478376,0.612876534,0.680801809,-0.03515527,0.650912881,0.719426513,-0.044451252,0.643567085,0.66675669,0.020764666,0.596895099,0.604441762,-0.018592482,0.651439786,0.66144681,-0.034252018,0.683687687,0.703606904,-0.032842126,0.682184041,0.633057892,0.007201431,0.641791463,0.573134601,-0.028872903,0.686155319,0.638940752,-0.021475093,0.713439643,0.687765121,-0.004238052,0.726080179,0.606368661,-0.008929764,0.693861306,0.561846614,-0.028536404,0.71758163,0.613258481,-0.018114053,0.736631751,0.653585792,-0.002853789,A
0.766420305,0.873940468,-6.69e-07,0.684515953,0.837676644,-0.011157393,0.616618752,0.748700082,-0.011881944,0.578504026,0.667372882,-0.018028395,0.552128971,0.608482599,-0.018724136,0.608903468,0.665419877,0.027134521,0.581997812,0.584655166,-0.006208852,0.61635524,0.644664764,-0.028485177,0.639593184,0.701804936,-0.036240429,0.654765368,0.646570563,0.01819909,0.630744994,0.566115856,-0.019007854,0.661838114,0.649902284,-0.03250185,0.679187,0.712451458,-0.028887546,0.704287827,0.640572429,0.002331553,0.6849491,0.565467715,-0.031703614,0.704429328,0.65089184,-0.02306664,0.714288056,0.713641047,-0.00514229,0.755058587,0.647060037,-0.015438416,0.737223148,0.594039977,-0.033227824,0.743348897,0.655496538,-0.020261824,0.749996781,0.699672401,-0.003371545,A
